image,total_boxes,train_boxes,other_boxes
VAIPE_P_339_19,2,1,1
VAIPE_P_339_2,2,1,1
VAIPE_P_339_3,2,1,1
VAIPE_P_339_4,2,1,1
VAIPE_P_339_5,2,1,1
VAIPE_P_339_6,2,1,1
VAIPE_P_339_7,2,1,1
VAIPE_P_339_8,2,1,1
VAIPE_P_339_9,2,1,1
VAIPE_P_33_0,3,3,0
VAIPE_P_33_1,3,3,0
VAIPE_P_33_10,3,3,0
VAIPE_P_33_11,2,2,0
VAIPE_P_33_12,3,3,0
VAIPE_P_33_2,3,3,0
VAIPE_P_33_3,3,3,0
VAIPE_P_33_4,3,3,0
VAIPE_P_33_5,2,2,0
VAIPE_P_33_6,3,3,0
VAIPE_P_33_7,3,3,0
VAIPE_P_33_8,3,3,0
VAIPE_P_33_9,2,2,0
VAIPE_P_340_0,5,4,1
VAIPE_P_340_1,5,4,1
VAIPE_P_341_0,5,4,1
VAIPE_P_341_1,5,4,1
VAIPE_P_342_0,5,4,1
VAIPE_P_342_1,5,4,1
VAIPE_P_343_1,2,2,0
VAIPE_P_344_0,2,2,0
VAIPE_P_344_1,2,2,0
VAIPE_P_345_1,2,2,0
VAIPE_P_347_1,2,2,0
VAIPE_P_348_0,2,2,0
VAIPE_P_349_0,2,2,0
VAIPE_P_349_1,2,2,0
VAIPE_P_34_0,5,5,0
VAIPE_P_351_0,5,5,0
VAIPE_P_351_1,5,5,0
VAIPE_P_351_2,5,5,0
VAIPE_P_351_3,5,5,0
VAIPE_P_351_4,5,5,0
VAIPE_P_351_5,5,5,0
VAIPE_P_351_6,5,5,0
VAIPE_P_351_7,5,5,0
VAIPE_P_352_0,3,2,1
VAIPE_P_352_1,3,2,1
VAIPE_P_352_2,3,2,1
VAIPE_P_352_3,3,2,1
VAIPE_P_352_4,3,2,1
VAIPE_P_352_5,3,2,1
VAIPE_P_353_0,4,2,2
VAIPE_P_353_1,4,2,2
VAIPE_P_353_10,4,2,2
VAIPE_P_353_11,4,2,2
VAIPE_P_353_12,4,2,2
VAIPE_P_353_13,4,2,2
VAIPE_P_353_14,4,2,2
VAIPE_P_353_15,4,2,2
VAIPE_P_353_16,4,2,2
VAIPE_P_353_17,4,2,2
VAIPE_P_353_18,4,2,2
VAIPE_P_353_19,4,2,2
VAIPE_P_353_2,4,2,2
VAIPE_P_353_20,4,2,2
VAIPE_P_353_21,4,2,2
VAIPE_P_353_22,4,2,2
VAIPE_P_353_23,4,2,2
VAIPE_P_353_24,4,2,2
VAIPE_P_353_25,4,2,2
VAIPE_P_353_26,4,2,2
VAIPE_P_353_27,4,2,2
VAIPE_P_353_28,4,2,2
VAIPE_P_353_29,4,2,2
VAIPE_P_353_3,4,2,2
VAIPE_P_353_30,4,2,2
VAIPE_P_353_4,4,2,2
VAIPE_P_353_5,4,2,2
VAIPE_P_353_6,4,2,2
VAIPE_P_353_7,4,2,2
VAIPE_P_353_8,4,2,2
VAIPE_P_353_9,4,2,2
VAIPE_P_354_0,2,0,2
VAIPE_P_354_1,2,0,2
VAIPE_P_354_10,2,0,2
VAIPE_P_354_11,2,0,2
VAIPE_P_354_12,2,0,2
VAIPE_P_354_13,2,0,2
VAIPE_P_354_14,2,0,2
VAIPE_P_354_2,2,0,2
VAIPE_P_354_3,2,0,2
VAIPE_P_354_4,2,0,2
VAIPE_P_354_5,2,0,2
VAIPE_P_354_6,2,0,2
VAIPE_P_354_7,2,0,2
VAIPE_P_354_8,2,0,2
VAIPE_P_354_9,2,0,2
VAIPE_P_356_0,3,2,1
VAIPE_P_356_1,3,2,1
VAIPE_P_356_2,3,2,1
VAIPE_P_356_3,3,2,1
VAIPE_P_356_4,3,2,1
VAIPE_P_356_5,3,2,1
VAIPE_P_357_0,4,4,0
VAIPE_P_357_1,5,5,0
VAIPE_P_357_10,4,4,0
VAIPE_P_357_11,4,4,0
VAIPE_P_357_2,5,5,0
VAIPE_P_357_3,5,5,0
VAIPE_P_357_4,5,5,0
VAIPE_P_357_5,5,5,0
VAIPE_P_357_6,5,5,0
VAIPE_P_357_7,4,4,0
VAIPE_P_357_8,4,4,0
VAIPE_P_357_9,4,4,0
VAIPE_P_358_0,2,2,0
VAIPE_P_358_1,2,2,0
VAIPE_P_358_2,2,2,0
VAIPE_P_358_3,2,2,0
VAIPE_P_358_4,2,2,0
VAIPE_P_358_5,2,2,0
VAIPE_P_358_6,2,2,0
VAIPE_P_358_7,2,2,0
VAIPE_P_359_0,2,2,0
VAIPE_P_359_1,2,2,0
VAIPE_P_359_2,2,2,0
VAIPE_P_35_0,5,5,0
VAIPE_P_35_1,6,6,0
VAIPE_P_360_2,2,2,0
VAIPE_P_360_3,2,2,0
VAIPE_P_361_0,2,2,0
VAIPE_P_361_1,2,2,0
VAIPE_P_361_2,2,2,0
VAIPE_P_362_1,2,2,0
VAIPE_P_362_2,2,2,0
VAIPE_P_363_2,2,2,0
VAIPE_P_364_1,2,2,0
VAIPE_P_364_2,2,2,0
VAIPE_P_364_3,2,2,0
VAIPE_P_365_1,2,2,0
VAIPE_P_365_2,2,2,0
VAIPE_P_365_3,2,2,0
VAIPE_P_365_5,2,2,0
VAIPE_P_365_6,2,2,0
VAIPE_P_366_0,2,2,0
VAIPE_P_366_1,2,2,0
VAIPE_P_366_2,2,2,0
VAIPE_P_366_3,2,2,0
VAIPE_P_366_4,2,2,0
VAIPE_P_366_8,2,2,0
VAIPE_P_367_0,5,3,2
VAIPE_P_367_1,5,3,2
VAIPE_P_367_10,5,3,2
VAIPE_P_367_11,5,3,2
VAIPE_P_367_12,5,3,2
VAIPE_P_367_13,5,3,2
VAIPE_P_367_14,5,3,2
VAIPE_P_367_15,5,3,2
VAIPE_P_367_16,5,3,2
VAIPE_P_367_17,5,3,2
VAIPE_P_367_18,5,3,2
VAIPE_P_367_2,5,3,2
VAIPE_P_367_3,5,3,2
VAIPE_P_367_4,5,3,2
VAIPE_P_367_5,5,3,2
VAIPE_P_367_6,5,3,2
VAIPE_P_367_7,5,3,2
VAIPE_P_367_8,5,3,2
VAIPE_P_367_9,5,3,2
VAIPE_P_368_0,4,1,3
VAIPE_P_368_1,4,1,3
VAIPE_P_368_10,4,1,3
VAIPE_P_368_11,4,1,3
VAIPE_P_368_2,4,1,3
VAIPE_P_368_3,4,1,3
VAIPE_P_368_4,4,1,3
VAIPE_P_368_5,4,1,3
VAIPE_P_368_6,4,1,3
VAIPE_P_368_7,4,1,3
VAIPE_P_368_8,4,1,3
VAIPE_P_368_9,4,1,3
VAIPE_P_369_0,3,1,2
VAIPE_P_369_1,3,1,2
VAIPE_P_369_2,3,1,2
VAIPE_P_369_3,3,1,2
VAIPE_P_369_4,3,1,2
VAIPE_P_369_5,3,1,2
VAIPE_P_369_6,3,1,2
VAIPE_P_369_7,3,1,2
VAIPE_P_369_8,3,1,2
VAIPE_P_369_9,3,1,2
VAIPE_P_36_0,5,5,0
VAIPE_P_36_1,2,2,0
VAIPE_P_36_2,6,6,0
VAIPE_P_36_3,3,3,0
VAIPE_P_370_0,3,3,0
VAIPE_P_370_1,3,3,0
VAIPE_P_370_2,3,3,0
VAIPE_P_370_3,4,4,0
VAIPE_P_371_0,3,3,0
VAIPE_P_371_1,5,5,0
VAIPE_P_371_2,4,4,0
VAIPE_P_371_3,5,5,0
VAIPE_P_372_0,3,3,0
VAIPE_P_372_1,3,3,0
VAIPE_P_372_2,4,4,0
VAIPE_P_372_3,4,4,0
VAIPE_P_373_0,3,2,1
VAIPE_P_373_1,3,2,1
VAIPE_P_373_10,3,2,1
VAIPE_P_373_11,3,2,1
VAIPE_P_373_12,3,2,1
VAIPE_P_373_13,3,2,1
VAIPE_P_373_14,3,2,1
VAIPE_P_373_15,3,2,1
VAIPE_P_373_16,3,2,1
VAIPE_P_373_17,3,2,1
VAIPE_P_373_18,3,2,1
VAIPE_P_373_19,3,2,1
VAIPE_P_373_2,3,2,1
VAIPE_P_373_20,3,2,1
VAIPE_P_373_21,3,2,1
VAIPE_P_373_22,3,2,1
VAIPE_P_373_23,3,2,1
VAIPE_P_373_24,3,2,1
VAIPE_P_373_25,3,2,1
VAIPE_P_373_26,3,2,1
VAIPE_P_373_27,3,2,1
VAIPE_P_373_28,3,2,1
VAIPE_P_373_29,3,2,1
VAIPE_P_373_3,3,2,1
VAIPE_P_373_30,3,2,1
VAIPE_P_373_31,3,2,1
VAIPE_P_373_32,3,2,1
VAIPE_P_373_33,3,2,1
VAIPE_P_373_34,3,2,1
VAIPE_P_373_35,3,2,1
VAIPE_P_373_36,3,2,1
VAIPE_P_373_37,3,2,1
VAIPE_P_373_38,3,2,1
VAIPE_P_373_39,3,2,1
VAIPE_P_373_4,3,2,1
VAIPE_P_373_40,3,2,1
VAIPE_P_373_41,3,2,1
VAIPE_P_373_42,3,2,1
VAIPE_P_373_5,3,2,1
VAIPE_P_373_6,3,2,1
VAIPE_P_373_7,3,2,1
VAIPE_P_373_8,3,2,1
VAIPE_P_373_9,3,2,1
VAIPE_P_374_0,4,1,3
VAIPE_P_374_1,4,1,3
VAIPE_P_375_0,2,2,0
VAIPE_P_375_1,2,2,0
VAIPE_P_375_10,2,2,0
VAIPE_P_375_11,2,2,0
VAIPE_P_375_12,2,2,0
VAIPE_P_375_13,2,2,0
VAIPE_P_375_2,2,2,0
VAIPE_P_375_3,2,2,0
VAIPE_P_375_4,2,2,0
VAIPE_P_375_5,2,2,0
VAIPE_P_375_6,2,2,0
VAIPE_P_375_7,2,2,0
VAIPE_P_375_8,2,2,0
VAIPE_P_375_9,2,2,0
VAIPE_P_376_0,6,4,2
VAIPE_P_376_1,6,4,2
VAIPE_P_376_2,5,4,1
VAIPE_P_376_3,6,4,2
VAIPE_P_377_1,2,2,0
VAIPE_P_377_10,2,2,0
VAIPE_P_377_12,4,4,0
VAIPE_P_377_13,2,2,0
VAIPE_P_377_15,4,4,0
VAIPE_P_377_16,2,2,0
VAIPE_P_377_17,4,4,0
VAIPE_P_377_3,2,2,0
VAIPE_P_377_6,2,2,0
VAIPE_P_377_7,4,4,0
VAIPE_P_377_8,4,4,0
VAIPE_P_377_9,4,4,0
VAIPE_P_378_0,4,4,0
VAIPE_P_378_1,4,4,0
VAIPE_P_378_10,2,2,0
VAIPE_P_378_12,4,4,0
VAIPE_P_378_13,4,4,0
VAIPE_P_378_14,2,2,0
VAIPE_P_378_2,4,4,0
VAIPE_P_378_3,2,2,0
VAIPE_P_378_5,2,2,0
VAIPE_P_378_6,4,4,0
VAIPE_P_378_7,2,2,0
VAIPE_P_378_8,2,2,0
VAIPE_P_379_0,5,5,0
VAIPE_P_379_1,5,5,0
VAIPE_P_379_10,5,5,0
VAIPE_P_379_11,5,5,0
VAIPE_P_379_12,5,5,0
VAIPE_P_379_13,5,5,0
VAIPE_P_379_14,5,5,0
VAIPE_P_379_15,5,5,0
VAIPE_P_379_16,5,5,0
VAIPE_P_379_17,5,5,0
VAIPE_P_379_18,5,5,0
VAIPE_P_379_19,5,5,0
VAIPE_P_379_2,5,5,0
VAIPE_P_379_20,5,5,0
VAIPE_P_379_21,5,5,0
VAIPE_P_379_22,5,5,0
VAIPE_P_379_23,5,5,0
VAIPE_P_379_3,5,5,0
VAIPE_P_379_4,5,5,0
VAIPE_P_379_5,5,5,0
VAIPE_P_379_6,5,5,0
VAIPE_P_379_7,5,5,0
VAIPE_P_379_8,5,5,0
VAIPE_P_379_9,5,5,0
VAIPE_P_37_0,3,3,0
VAIPE_P_37_2,3,3,0
VAIPE_P_380_0,6,2,4
VAIPE_P_380_1,6,2,4
VAIPE_P_380_2,6,2,4
VAIPE_P_380_3,6,2,4
VAIPE_P_380_4,6,2,4
VAIPE_P_380_5,6,2,4
VAIPE_P_380_6,6,2,4
VAIPE_P_380_7,6,2,4
VAIPE_P_381_0,2,2,0
VAIPE_P_381_1,2,2,0
VAIPE_P_381_10,2,2,0
VAIPE_P_381_11,2,2,0
VAIPE_P_381_12,2,2,0
VAIPE_P_381_9,2,2,0
VAIPE_P_382_0,2,1,1
VAIPE_P_382_1,3,1,2
VAIPE_P_382_10,3,1,2
VAIPE_P_382_11,3,1,2
VAIPE_P_382_2,3,1,2
VAIPE_P_382_3,3,1,2
VAIPE_P_382_4,3,1,2
VAIPE_P_382_5,3,1,2
VAIPE_P_382_6,3,1,2
VAIPE_P_382_7,3,1,2
VAIPE_P_382_8,3,1,2
VAIPE_P_382_9,3,1,2
VAIPE_P_383_1,3,3,0
VAIPE_P_383_2,3,3,0
VAIPE_P_383_4,3,3,0
VAIPE_P_383_6,3,3,0
VAIPE_P_384_0,8,6,2
VAIPE_P_384_1,6,4,2
VAIPE_P_384_2,8,6,2
VAIPE_P_384_3,6,4,2
VAIPE_P_384_4,6,4,2
VAIPE_P_384_5,8,6,2
VAIPE_P_384_6,8,6,2
VAIPE_P_384_7,6,4,2
VAIPE_P_385_0,3,3,0
VAIPE_P_385_1,3,3,0
VAIPE_P_385_10,3,3,0
VAIPE_P_385_2,3,3,0
VAIPE_P_385_3,4,4,0
VAIPE_P_385_4,4,4,0
VAIPE_P_385_5,4,4,0
VAIPE_P_385_6,4,4,0
VAIPE_P_385_7,3,3,0
VAIPE_P_385_8,4,4,0
VAIPE_P_385_9,3,3,0
VAIPE_P_386_0,4,4,0
VAIPE_P_386_1,5,5,0
VAIPE_P_386_2,5,5,0
VAIPE_P_386_3,4,4,0
VAIPE_P_387_0,4,2,2
VAIPE_P_388_0,3,1,2
VAIPE_P_389_0,4,2,2
VAIPE_P_38_1,3,3,0
VAIPE_P_390_0,3,1,2
VAIPE_P_391_0,4,2,2
VAIPE_P_392_0,4,2,2
VAIPE_P_393_0,3,1,2
VAIPE_P_394_0,3,1,2
VAIPE_P_395_0,3,1,2
VAIPE_P_395_1,4,2,2
VAIPE_P_396_0,4,2,2
VAIPE_P_396_1,4,2,2
VAIPE_P_396_2,3,1,2
VAIPE_P_396_3,4,2,2
VAIPE_P_396_4,3,1,2
VAIPE_P_397_0,4,2,2
VAIPE_P_397_1,4,2,2
VAIPE_P_397_2,4,2,2
VAIPE_P_397_3,4,2,2
VAIPE_P_397_4,4,2,2
VAIPE_P_397_5,3,1,2
VAIPE_P_397_6,3,1,2
VAIPE_P_39_0,3,3,0
VAIPE_P_39_1,3,3,0
VAIPE_P_39_2,3,3,0
VAIPE_P_39_3,3,3,0
VAIPE_P_39_4,3,3,0
VAIPE_P_39_5,3,3,0
VAIPE_P_39_6,3,3,0
VAIPE_P_39_7,3,3,0
VAIPE_P_3_0,2,2,0
VAIPE_P_3_1,2,2,0
VAIPE_P_3_10,3,2,1
VAIPE_P_3_11,3,2,1
VAIPE_P_3_12,3,2,1
VAIPE_P_3_13,3,2,1
VAIPE_P_3_14,3,2,1
VAIPE_P_3_15,3,2,1
VAIPE_P_3_2,2,2,0
VAIPE_P_3_3,3,2,1
VAIPE_P_3_4,2,2,0
VAIPE_P_3_5,2,2,0
VAIPE_P_3_6,2,2,0
VAIPE_P_3_7,2,2,0
VAIPE_P_3_8,2,2,0
VAIPE_P_3_9,3,2,1
VAIPE_P_400_0,4,2,2
VAIPE_P_400_1,6,2,4
VAIPE_P_400_2,6,2,4
VAIPE_P_400_3,4,2,2
VAIPE_P_401_0,3,1,2
VAIPE_P_401_1,3,1,2
VAIPE_P_401_10,3,1,2
VAIPE_P_401_11,3,1,2
VAIPE_P_401_12,3,1,2
VAIPE_P_401_13,3,1,2
VAIPE_P_401_14,3,1,2
VAIPE_P_401_15,3,1,2
VAIPE_P_401_16,3,1,2
VAIPE_P_401_17,3,1,2
VAIPE_P_401_18,3,1,2
VAIPE_P_401_19,3,1,2
VAIPE_P_401_2,3,1,2
VAIPE_P_401_20,3,1,2
VAIPE_P_401_21,3,1,2
VAIPE_P_401_22,3,1,2
VAIPE_P_401_23,3,1,2
VAIPE_P_401_24,3,1,2
VAIPE_P_401_25,3,1,2
VAIPE_P_401_26,3,1,2
VAIPE_P_401_27,3,1,2
VAIPE_P_401_28,3,1,2
VAIPE_P_401_3,3,1,2
VAIPE_P_401_4,3,1,2
VAIPE_P_401_5,3,1,2
VAIPE_P_401_6,3,1,2
VAIPE_P_401_7,3,1,2
VAIPE_P_401_8,3,1,2
VAIPE_P_401_9,3,1,2
VAIPE_P_402_4,2,2,0
VAIPE_P_403_1,2,2,0
VAIPE_P_403_3,2,2,0
VAIPE_P_404_0,3,1,2
VAIPE_P_404_1,2,0,2
VAIPE_P_404_3,3,1,2
VAIPE_P_404_4,3,1,2
VAIPE_P_404_5,3,1,2
VAIPE_P_405_0,3,1,2
VAIPE_P_405_1,3,1,2
VAIPE_P_405_11,3,1,2
VAIPE_P_405_2,3,1,2
VAIPE_P_405_3,3,1,2
VAIPE_P_405_4,3,1,2
VAIPE_P_405_5,2,0,2
VAIPE_P_405_6,3,1,2
VAIPE_P_405_7,2,0,2
VAIPE_P_405_8,3,1,2
VAIPE_P_405_9,3,1,2
VAIPE_P_406_0,3,1,2
VAIPE_P_406_1,3,1,2
VAIPE_P_406_10,2,0,2
VAIPE_P_406_11,3,1,2
VAIPE_P_406_2,3,1,2
VAIPE_P_406_5,3,1,2
VAIPE_P_406_6,2,0,2
VAIPE_P_406_7,2,0,2
VAIPE_P_406_8,3,1,2
VAIPE_P_406_9,2,0,2
VAIPE_P_407_10,2,2,0
VAIPE_P_407_11,2,2,0
VAIPE_P_407_12,2,2,0
VAIPE_P_407_15,2,2,0
VAIPE_P_407_16,2,2,0
VAIPE_P_407_19,2,2,0
VAIPE_P_407_3,2,2,0
VAIPE_P_407_6,2,2,0
VAIPE_P_407_8,2,2,0
VAIPE_P_407_9,2,2,0
VAIPE_P_408_0,7,1,6
VAIPE_P_408_1,3,1,2
VAIPE_P_408_2,7,1,6
VAIPE_P_408_3,7,1,6
VAIPE_P_408_4,7,1,6
VAIPE_P_408_5,3,1,2
VAIPE_P_408_6,3,1,2
VAIPE_P_408_7,3,1,2
VAIPE_P_409_1,3,2,1
VAIPE_P_409_11,3,2,1
VAIPE_P_409_12,3,2,1
VAIPE_P_409_13,3,2,1
VAIPE_P_409_17,3,2,1
VAIPE_P_409_3,3,2,1
VAIPE_P_409_7,3,2,1
VAIPE_P_409_9,3,2,1
VAIPE_P_40_0,3,2,1
VAIPE_P_40_1,4,3,1
VAIPE_P_40_10,4,3,1
VAIPE_P_40_11,2,2,0
VAIPE_P_40_12,2,2,0
VAIPE_P_40_13,2,2,0
VAIPE_P_40_15,4,3,1
VAIPE_P_40_17,4,3,1
VAIPE_P_40_2,4,3,1
VAIPE_P_40_20,2,2,0
VAIPE_P_40_21,4,3,1
VAIPE_P_40_22,4,3,1
VAIPE_P_40_23,2,2,0
VAIPE_P_40_24,2,2,0
VAIPE_P_40_25,2,2,0
VAIPE_P_40_26,4,3,1
VAIPE_P_40_27,2,2,0
VAIPE_P_40_28,2,2,0
VAIPE_P_40_29,2,2,0
VAIPE_P_40_31,2,2,0
VAIPE_P_40_35,2,2,0
VAIPE_P_40_36,4,3,1
VAIPE_P_40_37,2,2,0
VAIPE_P_40_38,4,4,0
VAIPE_P_40_39,4,3,1
VAIPE_P_40_4,4,3,1
VAIPE_P_40_42,2,2,0
VAIPE_P_40_45,4,3,1
VAIPE_P_40_46,4,3,1
VAIPE_P_40_47,4,3,1
VAIPE_P_40_48,2,2,0
VAIPE_P_40_49,4,3,1
VAIPE_P_40_5,4,3,1
VAIPE_P_40_51,2,2,0
VAIPE_P_40_52,2,2,0
VAIPE_P_40_8,2,2,0
VAIPE_P_40_9,4,3,1
VAIPE_P_410_0,3,2,1
VAIPE_P_410_13,3,2,1
VAIPE_P_410_6,3,2,1
VAIPE_P_410_8,3,2,1
VAIPE_P_411_1,2,2,0
VAIPE_P_411_15,2,2,0
VAIPE_P_411_18,2,2,0
VAIPE_P_411_19,2,2,0
VAIPE_P_411_20,2,2,0
VAIPE_P_411_22,2,2,0
VAIPE_P_411_23,2,2,0
VAIPE_P_411_25,2,2,0
VAIPE_P_411_26,2,2,0
VAIPE_P_411_29,2,2,0
VAIPE_P_411_5,2,2,0
VAIPE_P_411_6,2,2,0
VAIPE_P_411_7,2,2,0
VAIPE_P_412_0,3,1,2
VAIPE_P_412_1,3,1,2
VAIPE_P_412_10,3,1,2
VAIPE_P_412_11,3,1,2
VAIPE_P_412_2,3,1,2
VAIPE_P_412_3,3,1,2
VAIPE_P_412_4,3,1,2
VAIPE_P_412_5,3,1,2
VAIPE_P_412_6,3,1,2
VAIPE_P_412_7,3,1,2
VAIPE_P_412_8,3,1,2
VAIPE_P_412_9,3,1,2
VAIPE_P_413_0,5,5,0
VAIPE_P_413_1,5,5,0
VAIPE_P_413_2,5,5,0
VAIPE_P_413_3,5,5,0
VAIPE_P_413_4,5,5,0
VAIPE_P_413_5,5,5,0
VAIPE_P_413_6,5,5,0
VAIPE_P_413_7,5,5,0
VAIPE_P_414_0,3,3,0
VAIPE_P_414_1,3,3,0
VAIPE_P_414_2,3,3,0
VAIPE_P_414_3,3,3,0
VAIPE_P_414_4,3,3,0
VAIPE_P_414_5,3,3,0
VAIPE_P_414_6,3,3,0
VAIPE_P_414_7,3,3,0
VAIPE_P_415_0,3,3,0
VAIPE_P_416_0,3,3,0
VAIPE_P_417_0,2,2,0
VAIPE_P_418_0,2,2,0
VAIPE_P_419_0,3,3,0
VAIPE_P_420_0,3,3,0
VAIPE_P_421_0,2,2,0
VAIPE_P_422_0,3,3,0
VAIPE_P_423_0,3,3,0
VAIPE_P_424_0,3,3,0
VAIPE_P_425_0,5,5,0
VAIPE_P_425_1,5,5,0
VAIPE_P_425_2,5,5,0
VAIPE_P_425_3,5,5,0
VAIPE_P_426_0,3,3,0
VAIPE_P_426_1,4,4,0
VAIPE_P_426_10,3,3,0
VAIPE_P_426_11,4,4,0
VAIPE_P_426_12,4,4,0
VAIPE_P_426_13,4,4,0
VAIPE_P_426_14,4,4,0
VAIPE_P_426_16,4,4,0
VAIPE_P_426_2,3,3,0
VAIPE_P_426_6,3,3,0
VAIPE_P_426_7,3,3,0
VAIPE_P_426_9,3,3,0
VAIPE_P_427_4,2,2,0
VAIPE_P_428_0,4,0,4
VAIPE_P_428_1,5,1,4
VAIPE_P_428_10,5,1,4
VAIPE_P_428_11,5,1,4
VAIPE_P_428_12,5,1,4
VAIPE_P_428_13,5,1,4
VAIPE_P_428_14,5,1,4
VAIPE_P_428_15,5,1,4
VAIPE_P_428_16,5,1,4
VAIPE_P_428_17,5,1,4
VAIPE_P_428_18,5,1,4
VAIPE_P_428_19,5,1,4
VAIPE_P_428_2,5,1,4
VAIPE_P_428_20,5,1,4
VAIPE_P_428_21,5,1,4
VAIPE_P_428_22,5,1,4
VAIPE_P_428_23,5,1,4
VAIPE_P_428_24,5,1,4
VAIPE_P_428_25,5,1,4
VAIPE_P_428_26,5,1,4
VAIPE_P_428_27,5,1,4
VAIPE_P_428_28,5,1,4
VAIPE_P_428_29,5,1,4
VAIPE_P_428_3,4,0,4
VAIPE_P_428_30,5,1,4
VAIPE_P_428_31,5,1,4
VAIPE_P_428_32,5,1,4
VAIPE_P_428_33,5,1,4
VAIPE_P_428_34,5,1,4
VAIPE_P_428_35,5,1,4
VAIPE_P_428_36,5,1,4
VAIPE_P_428_37,5,1,4
VAIPE_P_428_38,5,1,4
VAIPE_P_428_39,5,1,4
VAIPE_P_428_4,5,1,4
VAIPE_P_428_40,5,1,4
VAIPE_P_428_41,5,1,4
VAIPE_P_428_5,5,1,4
VAIPE_P_428_6,5,1,4
VAIPE_P_428_7,5,1,4
VAIPE_P_428_8,5,1,4
VAIPE_P_428_9,5,1,4
VAIPE_P_429_0,4,4,0
VAIPE_P_429_1,3,3,0
VAIPE_P_429_2,3,3,0
VAIPE_P_430_0,4,4,0
VAIPE_P_431_0,3,3,0
VAIPE_P_432_0,3,3,0
VAIPE_P_433_0,6,2,4
VAIPE_P_433_1,4,2,2
VAIPE_P_433_2,4,2,2
VAIPE_P_433_3,6,2,4
VAIPE_P_433_4,6,2,4
VAIPE_P_433_5,4,2,2
VAIPE_P_434_1,2,2,0
VAIPE_P_434_3,2,2,0
VAIPE_P_434_5,2,2,0
VAIPE_P_434_6,2,2,0
VAIPE_P_434_9,2,2,0
VAIPE_P_435_0,2,2,0
VAIPE_P_435_2,2,2,0
VAIPE_P_435_5,2,2,0
VAIPE_P_435_7,2,2,0
VAIPE_P_441_4,2,2,0
VAIPE_P_443_0,2,2,0
VAIPE_P_446_0,3,3,0
VAIPE_P_446_2,3,3,0
VAIPE_P_447_0,2,2,0
VAIPE_P_447_3,2,2,0
VAIPE_P_448_0,3,2,1
VAIPE_P_448_1,3,2,1
VAIPE_P_448_10,3,2,1
VAIPE_P_448_11,3,2,1
VAIPE_P_448_12,3,2,1
VAIPE_P_448_13,3,2,1
VAIPE_P_448_14,3,2,1
VAIPE_P_448_15,3,2,1
VAIPE_P_448_16,3,2,1
VAIPE_P_448_17,3,2,1
VAIPE_P_448_18,3,2,1
VAIPE_P_448_19,3,2,1
VAIPE_P_448_2,3,2,1
VAIPE_P_448_20,3,2,1
VAIPE_P_448_21,3,2,1
VAIPE_P_448_22,3,2,1
VAIPE_P_448_23,3,2,1
VAIPE_P_448_3,3,2,1
VAIPE_P_448_4,3,2,1
VAIPE_P_448_5,3,2,1
VAIPE_P_448_6,3,2,1
VAIPE_P_448_7,3,2,1
VAIPE_P_448_8,3,2,1
VAIPE_P_448_9,3,2,1
VAIPE_P_449_0,5,2,3
VAIPE_P_449_1,5,2,3
VAIPE_P_449_2,5,2,3
VAIPE_P_449_3,5,2,3
VAIPE_P_449_4,5,2,3
VAIPE_P_449_5,5,2,3
VAIPE_P_449_6,5,2,3
VAIPE_P_449_7,5,2,3
VAIPE_P_44_0,6,2,4
VAIPE_P_44_1,4,2,2
VAIPE_P_44_2,4,2,2
VAIPE_P_44_3,6,2,4
VAIPE_P_44_4,4,2,2
VAIPE_P_44_5,4,2,2
VAIPE_P_44_6,6,2,4
VAIPE_P_44_7,6,2,4
VAIPE_P_450_0,3,2,1
VAIPE_P_450_1,3,2,1
VAIPE_P_450_2,3,2,1
VAIPE_P_450_3,3,2,1
VAIPE_P_450_4,3,2,1
VAIPE_P_450_5,3,2,1
VAIPE_P_450_6,3,2,1
VAIPE_P_450_7,3,2,1
VAIPE_P_450_8,3,2,1
VAIPE_P_450_9,3,2,1
VAIPE_P_451_0,5,5,0
VAIPE_P_451_1,6,5,1
VAIPE_P_451_10,6,5,1
VAIPE_P_451_11,5,5,0
VAIPE_P_451_12,6,5,1
VAIPE_P_451_13,6,5,1
VAIPE_P_451_14,5,5,0
VAIPE_P_451_15,5,5,0
VAIPE_P_451_16,6,5,1
VAIPE_P_451_17,5,5,0
VAIPE_P_451_18,6,5,1
VAIPE_P_451_19,5,5,0
VAIPE_P_451_2,5,5,0
VAIPE_P_451_20,5,5,0
VAIPE_P_451_21,6,5,1
VAIPE_P_451_22,5,5,0
VAIPE_P_451_23,6,5,1
VAIPE_P_451_24,5,5,0
VAIPE_P_451_25,5,5,0
VAIPE_P_451_26,5,5,0
VAIPE_P_451_27,6,5,1
VAIPE_P_451_28,5,5,0
VAIPE_P_451_29,5,5,0
VAIPE_P_451_3,5,5,0
VAIPE_P_451_30,5,5,0
VAIPE_P_451_31,6,5,1
VAIPE_P_451_32,5,5,0
VAIPE_P_451_33,5,5,0
VAIPE_P_451_34,6,5,1
VAIPE_P_451_35,6,5,1
VAIPE_P_451_36,6,5,1
VAIPE_P_451_37,6,5,1
VAIPE_P_451_38,6,5,1
VAIPE_P_451_39,5,4,1
VAIPE_P_451_4,6,5,1
VAIPE_P_451_40,6,5,1
VAIPE_P_451_5,6,5,1
VAIPE_P_451_6,5,5,0
VAIPE_P_451_7,6,5,1
VAIPE_P_451_8,5,5,0
